edad,ingresos_mensuales,gastos_fijos_mensuales,monto_prestamo,plazo_meses,historial_crediticio_score,deudas_actuales,ratio_deuda_ingreso,antiguedad_empleo_meses,numero_consultas_crediticias,dependientes,patrimonio_neto,tasa_interes_ofrecida,monto_ahorros,cuota_mensual_estimada,relacion_cuota_ingreso,nivel_educacion,situacion_laboral,tipo_vivienda,finalidad_prestamo,provincia,estado_civil,tipo_contrato,aprobado
19.0,1514.0,1104.0,156559,48,628.0,13527.0,0.7452,71.0,3,1,323493.0,8.8,10694.0,3881.0,2.5634,Secundaria,Fijo,Alquilada,Automovil,Valencia,Casado,Temporal,1
57.0,2864.0,672.0,263115,120,511.0,25465.0,0.8703,77.0,1,1,-80000.0,6.2,11468.0,2948.0,1.0293,Universitario,Temporal,Alquilada,Personal,Madrid,Casado,Temporal,0
32.0,800.0,328.0,73118,180,659.0,32503.0,2.5,12.0,5,0,190703.0,26.6,8415.0,1653.0,2.0662,Primaria,Temporal,Hipotecada,Consolidacion,Madrid,Casado,Indefinido,1
49.0,3649.0,1694.0,237663,120,810.0,1560.0,0.1207,8.0,5,3,75523.0,11.2,16471.0,3301.0,0.9046,Primaria,Desempleado,Hipotecada,Hipoteca,Madrid,Casado,Temporal,1
56.0,3910.0,1988.0,115037,120,678.0,27541.0,0.6813,125.0,1,1,235259.0,9.9,10521.0,1514.0,0.3872,Universitario,Fijo,Alquilada,Hipoteca,Barcelona,Soltero,Indefinido,1
23.0,8147.0,2595.0,685520,48,631.0,6442.0,0.1137,26.0,4,4,97980.0,9.4,40402.0,17190.0,2.11,Postgrado,Jubilado,Propia,Hipoteca,Barcelona,Divorciado,Sin contrato,1
18.0,2653.0,847.0,148526,84,702.0,3675.0,0.1972,22.0,0,1,-17147.0,16.6,10181.0,3001.0,1.1312,Universitario,Autonomo,Otro,Automovil,Madrid,Divorciado,Indefinido,1
64.0,3809.0,1200.0,368794,24,543.0,6258.0,0.2162,85.0,2,1,138862.0,15.5,11539.0,17969.0,3.0,Sin estudios,Fijo,Otro,Hipoteca,Valencia,Soltero,Temporal,1
40.0,1778.0,933.0,157188,24,625.0,5117.0,0.2558,44.0,1,0,149464.0,8.7,13931.0,7159.0,3.0,Secundaria,Temporal,Otro,Automovil,Barcelona,Soltero,Sin contrato,0
75.0,2407.0,1211.0,28564,60,723.0,4725.0,0.2293,54.0,3,0,-80000.0,15.9,70842.0,693.0,0.2879,Secundaria,Fijo,Hipotecada,Hipoteca,Barcelona,Soltero,Indefinido,1
56.0,1194.0,912.0,110807,60,700.0,48033.0,2.5,46.0,4,0,144553.0,12.7,45530.0,2504.0,2.0972,Secundaria,Fijo,Alquilada,Negocio,Sevilla,Divorciado,Indefinido,0
74.0,2652.0,1508.0,195709,60,605.0,8974.0,0.4242,71.0,1,0,176345.0,18.5,39487.0,5023.0,1.894,Secundaria,Autonomo,Hipotecada,Hipoteca,Barcelona,Soltero,Sin contrato,1
34.0,2482.0,1761.0,226754,120,811.0,2820.0,0.1058,6.0,4,6,-20820.0,7.1,37547.0,2645.0,1.0657,Secundaria,Fijo,Propia,Hipoteca,Madrid,Divorciado,Indefinido,1
51.0,3567.0,1681.0,144596,60,519.0,13348.0,0.3433,41.0,6,1,121492.0,11.9,126.0,3209.0,0.8996,Postgrado,Fijo,Alquilada,Negocio,Valencia,Divorciado,Indefinido,0
58.0,2051.0,666.0,136062,12,678.0,8459.0,0.4348,27.0,3,4,210346.0,15.7,5097.0,12326.0,3.0,Secundaria,Jubilado,Familiar,Hipoteca,Barcelona,Casado,Indefinido,1
46.0,3134.0,724.0,278175,180,726.0,9687.0,0.3153,17.0,5,1,95530.0,14.2,1272.0,3742.0,1.194,Universitario,Temporal,Alquilada,Negocio,Barcelona,Divorciado,Temporal,1
26.0,2441.0,1046.0,247638,60,761.0,24156.0,0.8415,3.0,1,1,141887.0,13.2,3596.0,5660.0,2.3187,Tecnico,Fijo,Alquilada,Personal,Sevilla,Casado,Indefinido,1
30.0,2443.0,1063.0,20794,240,661.0,357.0,0.0228,112.0,3,4,-80000.0,28.0,13572.0,487.0,0.1993,Secundaria,Fijo,Propia,Hipoteca,Valencia,Soltero,Temporal,1
23.0,3128.0,993.0,149243,48,719.0,14847.0,0.5234,33.0,7,0,61230.0,19.6,2760.0,4510.0,1.4418,Postgrado,Fijo,Otro,Automovil,Sevilla,Casado,Indefinido,1
23.0,3054.0,1714.0,189804,12,650.0,3546.0,0.1787,181.0,2,3,214000.0,15.7,9092.0,17194.0,3.0,Tecnico,Autonomo,Otro,Consolidacion,Madrid,Divorciado,Sin contrato,1
37.0,4707.0,1913.0,146078,120,800.0,19707.0,0.4005,26.0,1,3,189527.0,14.5,4033.0,2312.0,0.4912,Secundaria,Fijo,Alquilada,Personal,Valencia,Casado,Temporal,1
69.0,2773.0,1475.0,100662,60,679.0,3942.0,0.2253,90.0,4,2,-38623.0,6.1,22518.0,1951.0,0.7036,Postgrado,Fijo,Familiar,Consolidacion,Sevilla,Divorciado,Sin contrato,1
70.0,2416.0,807.0,51447,12,754.0,10316.0,0.4727,26.0,2,2,168979.0,20.3,25623.0,4773.0,1.9756,Primaria,Desempleado,Propia,Personal,Valencia,Casado,Practicas,1
20.0,2674.0,1266.0,183268,60,546.0,8270.0,0.3299,108.0,3,3,-60090.0,8.3,34822.0,3742.0,1.3994,Secundaria,Fijo,Familiar,Hipoteca,Valencia,Soltero,Sin contrato,0
34.0,1941.0,808.0,114956,240,640.0,812.0,0.0716,82.0,0,1,-8300.0,18.6,1926.0,1827.0,0.9413,Universitario,Autonomo,Familiar,Consolidacion,Bilbao,Casado,Temporal,1
66.0,2402.0,1750.0,157346,36,699.0,1101.0,0.0793,2.0,4,0,-80000.0,21.9,5273.0,6001.0,2.4983,Universitario,Jubilado,Hipotecada,Consolidacion,Bilbao,Casado,Temporal,1
29.0,10084.0,4794.0,155206,36,698.0,9803.0,0.1111,44.0,3,5,-80000.0,12.1,41739.0,5162.0,0.5119,Tecnico,Fijo,Alquilada,Negocio,Madrid,Soltero,Temporal,1
65.0,1724.0,1220.0,196083,84,599.0,1810.0,0.1652,10.0,2,0,19069.0,11.8,33627.0,3440.0,1.9954,Universitario,Temporal,Propia,Hipoteca,Barcelona,Casado,Temporal,1
64.0,2522.0,1112.0,218718,180,483.0,2572.0,0.1495,96.0,2,1,136410.0,22.7,49130.0,4284.0,1.6987,Universitario,Temporal,Propia,Hipoteca,Valencia,Casado,Indefinido,0
62.0,2363.0,1827.0,223877,84,492.0,52205.0,1.9058,146.0,3,0,130754.0,17.8,4670.0,4679.0,1.9801,Secundaria,Autonomo,Propia,Automovil,Madrid,Viudo,Indefinido,0
72.0,2570.0,560.0,191599,84,565.0,16717.0,0.622,21.0,2,1,167755.0,13.7,8255.0,3559.0,1.3848,Universitario,Autonomo,Alquilada,Negocio,Barcelona,Casado,Indefinido,0
18.0,2444.0,728.0,204849,36,850.0,12384.0,0.5125,44.0,0,1,76611.0,10.1,32838.0,6620.0,2.7087,Universitario,Fijo,Hipotecada,Automovil,Valencia,Casado,Indefinido,1
34.0,3525.0,919.0,236189,12,377.0,34232.0,0.8344,68.0,2,1,52708.0,11.6,24149.0,20941.0,3.0,Universitario,Jubilado,Familiar,Personal,Barcelona,Casado,Indefinido,0
20.0,1068.0,434.0,78372,180,635.0,7259.0,0.6238,123.0,0,2,44542.0,12.9,55603.0,986.0,0.9232,Universitario,Jubilado,Propia,Hipoteca,Madrid,Casado,Indefinido,0
43.0,5554.0,1812.0,202612,360,624.0,32973.0,0.4972,35.0,1,1,127000.0,8.5,7795.0,1558.0,0.2805,Universitario,Fijo,Alquilada,Consolidacion,Bilbao,Casado,Indefinido,1
32.0,4357.0,1399.0,128723,180,654.0,2290.0,0.1654,152.0,2,1,159611.0,15.4,13458.0,1837.0,0.4216,Tecnico,Fijo,Propia,Consolidacion,Sevilla,Soltero,Indefinido,1
53.0,1414.0,788.0,59628,48,643.0,13831.0,0.8468,111.0,5,1,-44225.0,19.8,12608.0,1808.0,1.2786,Universitario,Autonomo,Familiar,Personal,Madrid,Soltero,Temporal,1
49.0,800.0,227.0,69910,48,562.0,76572.0,2.5,91.0,3,2,130061.0,18.0,8409.0,2054.0,2.5675,Secundaria,Fijo,Hipotecada,Educacion,Madrid,Soltero,Indefinido,0
49.0,1659.0,1270.0,148794,360,742.0,10381.0,0.6527,9.0,5,1,162967.0,23.7,2524.0,2941.0,1.7728,Universitario,Temporal,Familiar,Personal,Valencia,Soltero,Indefinido,1
21.0,2577.0,1178.0,97348,360,503.0,4111.0,0.2296,48.0,2,0,53410.0,10.3,6292.0,876.0,0.3399,Tecnico,Fijo,Propia,Personal,Madrid,Casado,Sin contrato,0
35.0,14019.0,5346.0,800000,60,818.0,8520.0,0.0875,74.0,1,3,4391.0,18.7,8161.0,20621.0,1.4709,Tecnico,Desempleado,Propia,Consolidacion,Madrid,Divorciado,Indefinido,0
66.0,4130.0,1255.0,240307,60,691.0,5454.0,0.1105,1.0,2,5,88408.0,20.3,19644.0,6407.0,1.5513,Tecnico,Fijo,Propia,Educacion,Barcelona,Soltero,Indefinido,1
36.0,1008.0,687.0,108347,60,568.0,22780.0,1.9528,78.0,2,1,-80000.0,16.6,16574.0,2669.0,2.6478,Primaria,Desempleado,Propia,Hipoteca,Sevilla,Soltero,Temporal,0
60.0,1971.0,691.0,50598,36,588.0,48729.0,2.1367,35.0,1,3,145820.0,12.4,7159.0,1690.0,0.8574,Secundaria,Fijo,Familiar,Consolidacion,Madrid,Casado,Temporal,1
69.0,2887.0,2044.0,72923,84,753.0,12129.0,0.4609,109.0,1,0,100550.0,17.8,10994.0,1524.0,0.5279,Secundaria,Autonomo,Otro,Negocio,Barcelona,Casado,Practicas,0
52.0,3471.0,1427.0,111542,24,529.0,2943.0,0.0751,61.0,2,1,99156.0,17.6,1461.0,5547.0,1.5981,Universitario,Autonomo,Propia,Personal,Sevilla,Casado,Sin contrato,0
57.0,1354.0,754.0,148201,36,654.0,35168.0,2.2417,3.0,2,4,71390.0,15.5,22339.0,5174.0,3.0,Postgrado,Desempleado,Propia,Personal,Madrid,Casado,Indefinido,0
31.0,2749.0,802.0,50791,84,647.0,22106.0,0.7836,24.0,5,1,-69370.0,9.7,9722.0,835.0,0.3037,Tecnico,Temporal,Alquilada,Automovil,Barcelona,Casado,Indefinido,1
75.0,1938.0,426.0,152607,180,645.0,10698.0,0.525,2.0,0,3,48951.0,19.9,24200.0,2669.0,1.3772,Universitario,Fijo,Propia,Hipoteca,Sevilla,Viudo,Temporal,0
50.0,1537.0,564.0,205160,84,699.0,13452.0,0.7981,0.0,2,1,100789.0,15.4,12340.0,4005.0,2.6057,Sin estudios,Fijo,Hipotecada,Hipoteca,Valencia,Soltero,Sin contrato,0
31.0,3483.0,1561.0,248347,60,708.0,9101.0,0.3394,234.0,1,3,183801.0,13.2,490.0,5676.0,1.6296,Universitario,Fijo,Propia,Personal,Madrid,Soltero,Temporal,1
51.0,4743.0,1862.0,238743,84,687.0,2616.0,0.1156,18.0,2,2,16242.0,17.9,6253.0,5004.0,1.055,Primaria,Fijo,Alquilada,Negocio,Valencia,Casado,Temporal,1
72.0,4938.0,2240.0,205384,60,751.0,4266.0,0.1688,10.0,1,1,-80000.0,24.4,3258.0,5956.0,1.2062,Universitario,Fijo,Propia,Hipoteca,Barcelona,Soltero,Indefinido,1
21.0,4208.0,2289.0,275787,84,673.0,21222.0,0.5356,124.0,3,1,44449.0,21.4,7059.0,6359.0,1.5112,Tecnico,Fijo,Alquilada,Automovil,Madrid,Casado,Indefinido,1
41.0,2212.0,1116.0,129480,120,605.0,5486.0,0.3359,22.0,4,0,133564.0,9.8,18385.0,1697.0,0.7672,Tecnico,Autonomo,Hipotecada,Personal,Barcelona,Viudo,Temporal,1
46.0,4577.0,1797.0,325691,12,548.0,41652.0,0.8659,21.0,3,2,258731.0,14.8,26266.0,29366.0,3.0,Postgrado,Fijo,Alquilada,Consolidacion,Bilbao,Soltero,Temporal,0
36.0,3588.0,1217.0,239105,36,656.0,1343.0,0.0508,130.0,6,3,91108.0,10.7,29022.0,7794.0,2.1722,Universitario,Fijo,Hipotecada,Educacion,Valencia,Divorciado,Sin contrato,1
23.0,3230.0,1752.0,188702,84,685.0,768.0,0.1283,52.0,1,3,-80000.0,13.0,8655.0,3433.0,1.0628,Universitario,Temporal,Propia,Consolidacion,Barcelona,Casado,Indefinido,1
74.0,2065.0,859.0,198479,48,491.0,17554.0,0.7138,14.0,3,1,-44767.0,9.3,9763.0,4967.0,2.4053,Tecnico,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Indefinido,0
50.0,2212.0,882.0,219365,60,690.0,36680.0,1.4941,21.0,1,2,-1269.0,16.5,47329.0,5393.0,2.4381,Universitario,Autonomo,Hipotecada,Hipoteca,Madrid,Casado,Indefinido,1
66.0,3116.0,798.0,316598,84,572.0,15133.0,0.4574,6.0,4,4,-12907.0,12.9,14652.0,5742.0,1.8427,Secundaria,Jubilado,Propia,Consolidacion,Sevilla,Soltero,Sin contrato,0
57.0,12886.0,6673.0,708192,60,569.0,3479.0,0.0602,64.0,4,6,-5891.0,16.4,33404.0,17373.0,1.3482,Secundaria,Autonomo,Alquilada,Hipoteca,Bilbao,Casado,Indefinido,1
36.0,3572.0,1287.0,266590,180,664.0,2125.0,0.1876,12.0,3,2,81683.0,21.6,4537.0,5000.0,1.3998,Universitario,Fijo,Familiar,Hipoteca,Madrid,Soltero,Temporal,1
70.0,2066.0,647.0,174831,48,461.0,1874.0,0.2138,34.0,4,0,130838.0,19.6,21815.0,5283.0,2.5571,Universitario,Autonomo,Hipotecada,Negocio,Valencia,Casado,Sin contrato,0
18.0,1809.0,842.0,66504,84,780.0,37669.0,1.7777,64.0,2,4,-80000.0,13.9,4410.0,1243.0,0.6871,Secundaria,Desempleado,Propia,Personal,Madrid,Soltero,Sin contrato,0
22.0,2219.0,733.0,153357,48,732.0,7414.0,0.3603,35.0,3,0,165029.0,10.6,11335.0,3934.0,1.7729,Universitario,Fijo,Alquilada,Automovil,Madrid,Soltero,Sin contrato,1
44.0,11008.0,5921.0,204185,60,543.0,9520.0,0.1272,36.0,2,2,40672.0,15.5,2377.0,4911.0,0.4461,Universitario,Fijo,Hipotecada,Personal,Barcelona,Soltero,Indefinido,1
33.0,2346.0,1024.0,176383,24,633.0,49620.0,1.782,143.0,1,1,186178.0,14.2,12213.0,8485.0,3.0,Tecnico,Temporal,Propia,Educacion,Madrid,Casado,Temporal,0
23.0,5136.0,2300.0,496040,180,664.0,23362.0,0.4372,98.0,1,8,-80000.0,24.5,24812.0,10401.0,2.0251,Universitario,Desempleado,Propia,Personal,Barcelona,Casado,Temporal,0
57.0,2379.0,1228.0,94432,36,583.0,39387.0,1.484,28.0,0,0,107927.0,26.4,11926.0,3825.0,1.6078,Universitario,Temporal,Otro,Negocio,Barcelona,Soltero,Indefinido,0
30.0,3487.0,1795.0,78282,36,605.0,7261.0,0.1899,55.0,0,1,-80000.0,24.2,11238.0,3079.0,0.883,Universitario,Fijo,Propia,Hipoteca,Valencia,Casado,Indefinido,1
65.0,4794.0,2876.0,118548,24,639.0,22627.0,0.4373,33.0,0,3,101064.0,9.3,9169.0,5432.0,1.1331,Secundaria,Autonomo,Otro,Educacion,Barcelona,Casado,Indefinido,0
52.0,2115.0,1131.0,123479,60,649.0,1954.0,0.0958,61.0,2,2,318211.0,19.8,34800.0,3258.0,1.5404,Universitario,Autonomo,Alquilada,Hipoteca,Valencia,Casado,Indefinido,1
36.0,2029.0,1156.0,62044,48,638.0,9650.0,0.4114,143.0,0,2,269372.0,12.0,1616.0,1634.0,0.8053,Secundaria,Temporal,Hipotecada,Personal,Bilbao,Casado,Sin contrato,1
29.0,8065.0,1630.0,371063,24,655.0,7770.0,0.0913,50.0,1,1,112176.0,20.2,42845.0,18922.0,2.3462,Secundaria,Fijo,Hipotecada,Personal,Barcelona,Divorciado,Temporal,0
33.0,5382.0,2899.0,390806,120,684.0,482.0,0.0693,9.0,5,2,-80000.0,16.2,14907.0,6595.0,1.2254,Primaria,Autonomo,Familiar,Consolidacion,Barcelona,Soltero,Temporal,1
60.0,4791.0,2456.0,414465,12,620.0,2036.0,0.1369,110.0,3,0,-80000.0,9.8,16246.0,36400.0,3.0,Primaria,Jubilado,Otro,Personal,Barcelona,Divorciado,Indefinido,1
27.0,4781.0,2430.0,90748,24,689.0,61891.0,1.1447,79.0,0,0,164686.0,20.4,9479.0,4636.0,0.9697,Universitario,Autonomo,Alquilada,Educacion,Sevilla,Casado,Indefinido,0
42.0,3927.0,1690.0,318023,60,755.0,25662.0,0.5839,12.0,1,4,49338.0,15.2,14288.0,7599.0,1.9351,Tecnico,Autonomo,Hipotecada,Personal,Sevilla,Divorciado,Indefinido,1
37.0,10003.0,2663.0,185136,48,691.0,36490.0,0.4145,59.0,0,1,3645.0,13.2,13986.0,4985.0,0.4984,Tecnico,Fijo,Alquilada,Personal,Madrid,Soltero,Sin contrato,1
48.0,3061.0,1378.0,139070,36,807.0,743.0,0.0686,145.0,2,1,-60868.0,10.7,32.0,4533.0,1.4809,Universitario,Desempleado,Familiar,Automovil,Barcelona,Casado,Temporal,1
21.0,4215.0,853.0,526227,60,524.0,26750.0,0.5368,138.0,1,2,-7792.0,11.2,10625.0,11494.0,2.7269,Sin estudios,Fijo,Alquilada,Consolidacion,Barcelona,Casado,Temporal,0
61.0,1248.0,648.0,44694,60,598.0,704.0,0.0535,252.0,2,4,63836.0,17.4,254.0,1120.0,0.8974,Universitario,Desempleado,Propia,Personal,Madrid,Casado,Sin contrato,1
40.0,1817.0,719.0,79945,48,683.0,7961.0,0.4952,69.0,1,1,107194.0,19.9,13492.0,2428.0,1.3363,Secundaria,Fijo,Hipotecada,Hipoteca,Sevilla,Soltero,Temporal,1
19.0,1450.0,485.0,126545,120,672.0,6470.0,0.3781,221.0,4,2,-80000.0,14.8,7316.0,2026.0,1.3972,Secundaria,Fijo,Propia,Hipoteca,Sevilla,Casado,Indefinido,1
73.0,6402.0,3812.0,638107,60,615.0,6107.0,0.1182,6.0,1,1,-52872.0,9.2,13486.0,13308.0,2.0787,Secundaria,Autonomo,Familiar,Automovil,Valencia,Divorciado,Indefinido,0
39.0,800.0,509.0,15683,360,705.0,1117.0,0.1669,15.0,2,1,76961.0,23.1,8670.0,302.0,0.3775,Primaria,Fijo,Hipotecada,Educacion,Barcelona,Casado,Sin contrato,1
68.0,2342.0,1414.0,77926,120,669.0,57384.0,2.0917,45.0,2,1,-78277.0,15.1,3262.0,1262.0,0.5389,Postgrado,Temporal,Hipotecada,Negocio,Valencia,Soltero,Temporal,0
74.0,800.0,733.0,48239,24,756.0,669.0,0.1944,28.0,3,1,-22409.0,7.2,22391.0,2164.0,2.705,Universitario,Autonomo,Familiar,Consolidacion,Madrid,Divorciado,Temporal,1
54.0,1810.0,1144.0,66950,36,555.0,25471.0,1.233,4.0,2,1,-80000.0,10.9,9997.0,2189.0,1.2094,Universitario,Desempleado,Otro,Personal,Madrid,Soltero,Temporal,0
25.0,2220.0,973.0,34504,60,655.0,35379.0,1.4421,8.0,3,2,47491.0,13.8,28105.0,799.0,0.3599,Sin estudios,Fijo,Alquilada,Personal,Madrid,Soltero,Indefinido,0
24.0,6843.0,1403.0,76917,60,610.0,4814.0,0.071,23.0,1,2,155211.0,21.0,22211.0,2081.0,0.3041,Universitario,Jubilado,Propia,Negocio,Bilbao,Soltero,Sin contrato,0
31.0,3782.0,2110.0,267732,12,727.0,8346.0,0.3038,103.0,5,0,40115.0,17.0,10638.0,24418.0,3.0,Secundaria,Fijo,Hipotecada,Personal,Valencia,Casado,Temporal,1
73.0,1808.0,1342.0,135854,60,699.0,2122.0,0.1607,139.0,3,2,151473.0,8.2,4898.0,2768.0,1.531,Universitario,Fijo,Familiar,Personal,Madrid,Casado,Sin contrato,0
72.0,5651.0,2851.0,603723,60,607.0,7318.0,0.1642,132.0,0,0,204125.0,18.2,8721.0,15396.0,2.7245,Universitario,Fijo,Alquilada,Educacion,Madrid,Soltero,Indefinido,1
20.0,3013.0,1745.0,74500,60,740.0,10875.0,0.3741,20.0,3,0,121505.0,11.0,1314.0,1620.0,0.5377,Tecnico,Fijo,Hipotecada,Hipoteca,Valencia,Soltero,Indefinido,1
67.0,3049.0,1956.0,167504,180,648.0,707.0,0.0928,83.0,2,1,42140.0,13.6,10220.0,2186.0,0.717,Secundaria,Fijo,Otro,Negocio,Bilbao,Viudo,Indefinido,1
33.0,1449.0,592.0,96252,60,538.0,4501.0,0.401,23.0,1,2,-28132.0,7.9,17839.0,1947.0,1.3437,Secundaria,Temporal,Hipotecada,Personal,Madrid,Casado,Sin contrato,0
72.0,1646.0,1254.0,59966,120,627.0,67063.0,2.5,58.0,1,1,77227.0,28.0,5277.0,1493.0,0.907,Universitario,Temporal,Propia,Hipoteca,Sevilla,Soltero,Temporal,1
36.0,1817.0,951.0,111535,60,850.0,25016.0,1.171,109.0,1,5,-80000.0,18.4,20726.0,2857.0,1.5724,Secundaria,Autonomo,Hipotecada,Negocio,Barcelona,Soltero,Indefinido,1
68.0,3065.0,1723.0,354279,240,633.0,386.0,0.0234,16.0,1,2,70302.0,12.5,23808.0,4025.0,1.3132,Universitario,Desempleado,Propia,Automovil,Sevilla,Soltero,Temporal,0
35.0,3124.0,1814.0,303385,36,671.0,6713.0,0.2625,34.0,1,1,269286.0,12.7,11552.0,10178.0,3.0,Primaria,Fijo,Alquilada,Hipoteca,Madrid,Casado,Sin contrato,1
69.0,7529.0,3183.0,449895,180,676.0,8581.0,0.2223,40.0,1,0,262638.0,21.1,4207.0,8269.0,1.0983,Universitario,Temporal,Alquilada,Automovil,Madrid,Divorciado,Temporal,0
33.0,3756.0,1689.0,317831,48,646.0,105528.0,2.3887,28.0,0,1,-24706.0,16.2,13080.0,9040.0,2.4068,Tecnico,Fijo,Hipotecada,Negocio,Barcelona,Casado,Indefinido,0
25.0,800.0,443.0,131464,84,788.0,13496.0,1.5296,117.0,1,3,-9127.0,17.2,8343.0,2702.0,3.0,Universitario,Autonomo,Hipotecada,Hipoteca,Sevilla,Viudo,Temporal,1
50.0,3490.0,1627.0,351795,60,716.0,7760.0,0.2331,5.0,2,2,48576.0,14.0,5357.0,8186.0,2.3456,Universitario,Fijo,Otro,Consolidacion,Madrid,Casado,Sin contrato,1
66.0,1249.0,699.0,134743,24,709.0,134.0,0.091,190.0,1,2,-80000.0,17.7,7551.0,6707.0,3.0,Primaria,Desempleado,Hipotecada,Personal,Madrid,Casado,Indefinido,1
29.0,1670.0,762.0,53640,48,626.0,2170.0,0.2303,149.0,1,1,214470.0,23.5,2826.0,1734.0,1.0383,Secundaria,Autonomo,Alquilada,Personal,Madrid,Casado,Indefinido,1
70.0,1831.0,950.0,89350,84,713.0,34500.0,1.627,27.0,3,1,121495.0,25.4,5244.0,2284.0,1.2474,Universitario,Fijo,Familiar,Consolidacion,Sevilla,Soltero,Sin contrato,0
28.0,2002.0,448.0,190316,240,622.0,14071.0,0.6355,108.0,4,1,-3524.0,9.4,6817.0,1762.0,0.8801,Secundaria,Fijo,Hipotecada,Negocio,Sevilla,Casado,Indefinido,0
22.0,1306.0,394.0,80908,36,688.0,1678.0,0.1184,6.0,1,1,246300.0,8.0,1716.0,2535.0,1.941,Postgrado,Autonomo,Otro,Hipoteca,Barcelona,Casado,Indefinido,1
44.0,3368.0,684.0,135063,48,836.0,1078.0,0.1654,145.0,1,0,53317.0,14.5,69318.0,3725.0,1.106,Secundaria,Autonomo,Alquilada,Consolidacion,Madrid,Soltero,Temporal,1
29.0,1279.0,981.0,113063,48,791.0,5641.0,0.5154,82.0,2,0,-80000.0,15.6,37596.0,3181.0,2.4871,Tecnico,Fijo,Hipotecada,Negocio,Barcelona,Casado,Indefinido,1
34.0,3692.0,1599.0,333915,60,640.0,50907.0,1.2377,63.0,0,2,194522.0,23.7,3009.0,9548.0,2.5861,Tecnico,Autonomo,Alquilada,Personal,Madrid,Soltero,Temporal,0
23.0,11409.0,6262.0,437363,180,670.0,6981.0,0.1737,35.0,3,2,-80000.0,11.3,64325.0,5054.0,0.443,Tecnico,Jubilado,Alquilada,Personal,Barcelona,Viudo,Temporal,1
50.0,1343.0,536.0,88275,48,551.0,7013.0,0.5284,0.0,1,2,-12937.0,13.1,11753.0,2373.0,1.7669,Primaria,Fijo,Otro,Consolidacion,Madrid,Casado,Indefinido,0
22.0,2513.0,1235.0,175587,24,628.0,2200.0,0.1214,81.0,3,0,181722.0,15.3,6646.0,8539.0,3.0,Tecnico,Autonomo,Alquilada,Hipoteca,Bilbao,Casado,Indefinido,1
74.0,800.0,642.0,41358,60,450.0,3203.0,0.3834,86.0,4,1,-68913.0,15.5,22694.0,995.0,1.2438,Universitario,Temporal,Alquilada,Negocio,Barcelona,Soltero,Temporal,0
45.0,2489.0,632.0,56407,12,732.0,9902.0,0.4377,56.0,1,3,141824.0,6.5,7602.0,4868.0,1.9558,Secundaria,Fijo,Hipotecada,Hipoteca,Madrid,Casado,Practicas,0
31.0,4384.0,1525.0,385926,48,583.0,23573.0,0.5501,21.0,1,3,182341.0,16.0,11792.0,10937.0,2.4948,Universitario,Fijo,Hipotecada,Educacion,Madrid,Soltero,Indefinido,1
22.0,4593.0,1587.0,431093,60,641.0,14359.0,0.4085,6.0,2,0,-30955.0,18.2,6022.0,10994.0,2.3936,Primaria,Temporal,Alquilada,Consolidacion,Madrid,Casado,Temporal,0
71.0,3123.0,1687.0,277559,60,609.0,10356.0,0.2821,2.0,2,2,-77678.0,14.8,14711.0,6574.0,2.105,Secundaria,Fijo,Familiar,Hipoteca,Valencia,Soltero,Indefinido,0
73.0,5082.0,1835.0,244489,180,743.0,8382.0,0.2484,8.0,3,1,-35337.0,10.5,37736.0,2703.0,0.5319,Secundaria,Fijo,Hipotecada,Personal,Barcelona,Divorciado,Temporal,0
50.0,13734.0,2800.0,498933,120,773.0,6898.0,0.1249,10.0,0,2,26858.0,15.2,28348.0,8111.0,0.5906,Tecnico,Fijo,Hipotecada,Consolidacion,Barcelona,Soltero,Sin contrato,1
67.0,8328.0,1942.0,774836,36,777.0,23815.0,0.3609,19.0,0,2,127620.0,13.6,271.0,26332.0,3.0,Universitario,Autonomo,Otro,Automovil,Barcelona,Soltero,Indefinido,1
65.0,2179.0,623.0,193386,36,535.0,14989.0,0.5755,86.0,2,2,-80000.0,12.0,2776.0,6423.0,2.9477,Universitario,Fijo,Propia,Consolidacion,Barcelona,Casado,Indefinido,0
58.0,1248.0,761.0,152358,360,709.0,58958.0,2.5,22.0,1,6,-28536.0,8.5,5793.0,1172.0,0.9391,Secundaria,Fijo,Hipotecada,Hipoteca,Barcelona,Casado,Sin contrato,0
36.0,2336.0,552.0,95541,48,572.0,16994.0,0.64,407.0,2,1,223579.0,18.9,1940.0,2852.0,1.2209,Universitario,Temporal,Familiar,Personal,Barcelona,Casado,Temporal,1
39.0,1689.0,791.0,134269,24,663.0,11823.0,0.6604,12.0,2,2,-80000.0,12.3,39.0,6339.0,3.0,Universitario,Autonomo,Propia,Personal,Valencia,Soltero,Practicas,0
22.0,3908.0,795.0,289738,84,737.0,15758.0,0.4424,115.0,1,3,-80000.0,15.7,4285.0,5705.0,1.4598,Tecnico,Desempleado,Propia,Personal,Sevilla,Soltero,Sin contrato,0
19.0,1467.0,630.0,122840,36,627.0,6109.0,0.4679,15.0,1,1,-23493.0,16.6,30752.0,4355.0,2.9686,Tecnico,Temporal,Hipotecada,Consolidacion,Valencia,Divorciado,Sin contrato,0
47.0,2854.0,1141.0,190278,60,670.0,23692.0,0.8023,23.0,2,2,194381.0,11.6,32703.0,4194.0,1.4695,Tecnico,Fijo,Otro,Personal,Barcelona,Soltero,Indefinido,1
